epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,588.201,0.77107,0.58766,1.06578,0.91535,1,0.99324,0.74673,0.79926,1.08308,1.12885,0.000792325,0.000792325,0.000792325
55,598.84,0.78888,0.5662,0.96594,0.91535,1,0.99324,0.74673,0.79926,1.08308,1.12885,0.000775822,0.000775822,0.000775822
56,609.573,0.71619,0.54952,1.05729,0.92981,1,0.99147,0.78249,0.73442,0.76878,1.06019,0.000759318,0.000759318,0.000759318
57,620.367,0.70409,0.57788,1.01806,0.92981,1,0.99147,0.78249,0.73442,0.76878,1.06019,0.000742815,0.000742815,0.000742815
58,631.108,0.75591,0.60526,1.03506,0.9023,0.90782,0.94952,0.79165,0.65738,0.68109,0.99103,0.000726312,0.000726312,0.000726312
59,641.788,0.60152,0.53284,0.95679,0.9023,0.90782,0.94952,0.79165,0.65738,0.68109,0.99103,0.000709809,0.000709809,0.000709809
60,652.487,0.70116,0.53652,1.00041,0.93267,1,0.984,0.83854,0.63305,0.587,0.97345,0.000693305,0.000693305,0.000693305
61,663.249,0.60972,0.52498,0.91569,0.93267,1,0.984,0.83854,0.63305,0.587,0.97345,0.000676802,0.000676802,0.000676802
62,674.422,0.69902,0.54967,1.04661,0.93907,1,0.9801,0.84943,0.56998,0.51393,0.93882,0.000660299,0.000660299,0.000660299
63,685.129,0.72109,0.56584,1.04223,0.93907,1,0.9801,0.84943,0.56998,0.51393,0.93882,0.000643795,0.000643795,0.000643795
64,695.845,0.66098,0.56044,0.94795,0.93676,1,0.9825,0.87688,0.54682,0.48734,0.92373,0.000627292,0.000627292,0.000627292
65,706.561,0.70539,0.56819,1.05397,0.93676,1,0.9825,0.87688,0.54682,0.48734,0.92373,0.000610789,0.000610789,0.000610789
66,717.311,0.6241,0.53534,1.01008,0.93589,1,0.98979,0.88234,0.52473,0.44197,0.92773,0.000594286,0.000594286,0.000594286
67,728.119,0.69397,0.50092,0.9626,0.93589,1,0.98979,0.88234,0.52473,0.44197,0.92773,0.000577782,0.000577782,0.000577782
68,738.807,0.56584,0.47938,0.94059,0.93678,1,0.98588,0.87145,0.51533,0.43456,0.9274,0.000561279,0.000561279,0.000561279
69,749.481,0.63573,0.4927,0.9992,0.93678,1,0.98588,0.87145,0.51533,0.43456,0.9274,0.000544776,0.000544776,0.000544776
70,760.132,0.58819,0.53693,0.97962,0.93958,1,0.99324,0.87847,0.52688,0.44255,0.93321,0.000528272,0.000528272,0.000528272
71,770.812,0.63855,0.51113,1.0294,0.93958,1,0.99324,0.87847,0.52688,0.44255,0.93321,0.000511769,0.000511769,0.000511769
72,781.444,0.58427,0.51604,0.94125,0.93968,1,0.97604,0.86569,0.50484,0.42934,0.92987,0.000495266,0.000495266,0.000495266
73,792.051,0.63682,0.47315,0.98753,0.93968,1,0.97604,0.86569,0.50484,0.42934,0.92987,0.000478762,0.000478762,0.000478762
74,802.708,0.6303,0.50815,0.93673,0.9393,1,0.97604,0.8825,0.51455,0.43832,0.92994,0.000462259,0.000462259,0.000462259
75,813.321,0.5426,0.49184,0.97941,0.9393,1,0.97604,0.8825,0.51455,0.43832,0.92994,0.000445756,0.000445756,0.000445756
76,824.506,0.73128,0.53575,1.07436,0.89204,0.9921,0.97607,0.88213,0.51244,0.56491,0.92728,0.000429253,0.000429253,0.000429253
77,835.151,0.63936,0.55284,1.00356,0.89204,0.9921,0.97607,0.88213,0.51244,0.56491,0.92728,0.000412749,0.000412749,0.000412749
